depth_norm,modality,animal_ID,experiment_ID
,audio-visual,13.0,63.0
,auditory,13.0,63.0
,audio-visual,13.0,63.0
,audio-visual,13.0,63.0
,audio-visual,13.0,63.0
,visual,13.0,63.0
,visual,13.0,63.0
,non-responsive,13.0,63.0
,audio-visual,13.0,63.0
,gated,13.0,63.0
,audio-visual,13.0,63.0
,visual,13.0,63.0
,visual,13.0,63.0
,audio-visual,13.0,63.0
,gated,13.0,63.0
,non-responsive,13.0,63.0
,non-responsive,13.0,63.0
,non-responsive,13.0,63.0
,auditory,13.0,63.0
,non-responsive,13.0,63.0
,gated,14.0,64.0
,auditory,14.0,64.0
,gated,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,audio-visual,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,gated,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,gated,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,gated,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,gated,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,auditory,14.0,64.0
,visual,14.0,64.0
,non-responsive,14.0,64.0
,visual,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,gated,14.0,64.0
,audio-visual,14.0,64.0
,visual,14.0,64.0
,visual,14.0,64.0
,non-responsive,14.0,64.0
,visual,14.0,64.0
,visual,14.0,64.0
,visual,14.0,64.0
,visual,14.0,64.0
,visual,14.0,64.0
,visual,14.0,64.0
,audio-visual,14.0,64.0
,visual,14.0,64.0
,audio-visual,14.0,64.0
,audio-visual,14.0,64.0
,auditory,14.0,64.0
,audio-visual,14.0,64.0
,non-responsive,14.0,64.0
,auditory,14.0,64.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,gated,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,visual,14.0,65.0
,non-responsive,14.0,65.0
,auditory,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,gated,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,auditory,14.0,65.0
,non-responsive,14.0,65.0
,gated,14.0,65.0
,gated,14.0,65.0
,non-responsive,14.0,65.0
,auditory,14.0,65.0
,auditory,14.0,65.0
,visual,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,auditory,14.0,65.0
,non-responsive,14.0,65.0
,visual,14.0,65.0
,gated,14.0,65.0
,non-responsive,14.0,65.0
,gated,14.0,65.0
,non-responsive,14.0,65.0
,visual,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,visual,14.0,65.0
,visual,14.0,65.0
,non-responsive,14.0,65.0
,visual,14.0,65.0
,visual,14.0,65.0
,visual,14.0,65.0
,non-responsive,14.0,65.0
,visual,14.0,65.0
,visual,14.0,65.0
,visual,14.0,65.0
,visual,14.0,65.0
,non-responsive,14.0,65.0
,auditory,14.0,65.0
,non-responsive,14.0,65.0
,non-responsive,14.0,65.0
,auditory,14.0,66.0
,gated,14.0,66.0
,non-responsive,14.0,66.0
,non-responsive,14.0,66.0
,non-responsive,14.0,66.0
,auditory,14.0,66.0
,auditory,14.0,66.0
,non-responsive,14.0,66.0
,auditory,14.0,66.0
,non-responsive,14.0,66.0
,auditory,14.0,66.0
,auditory,14.0,66.0
,auditory,14.0,66.0
,audio-visual,14.0,66.0
,audio-visual,14.0,66.0
,auditory,14.0,66.0
,auditory,14.0,66.0
,audio-visual,14.0,66.0
,gated,14.0,66.0
,gated,14.0,66.0
,non-responsive,14.0,66.0
,gated,14.0,66.0
,auditory,14.0,66.0
,audio-visual,14.0,66.0
,audio-visual,14.0,66.0
,visual,14.0,66.0
,gated,14.0,66.0
,audio-visual,14.0,66.0
,auditory,14.0,66.0
,audio-visual,14.0,66.0
,auditory,14.0,66.0
,audio-visual,14.0,66.0
,non-responsive,14.0,66.0
,audio-visual,14.0,66.0
,audio-visual,14.0,66.0
,gated,14.0,66.0
,auditory,14.0,66.0
,visual,14.0,66.0
,non-responsive,14.0,66.0
,auditory,14.0,66.0
,non-responsive,14.0,66.0
,audio-visual,14.0,66.0
,gated,14.0,66.0
,visual,14.0,66.0
,non-responsive,14.0,66.0
,visual,14.0,66.0
,visual,14.0,66.0
,audio-visual,14.0,66.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,auditory,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,gated,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,auditory,14.0,67.0
,auditory,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,audio-visual,14.0,67.0
,auditory,14.0,67.0
,audio-visual,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,audio-visual,14.0,67.0
,auditory,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,non-responsive,14.0,67.0
,auditory,14.0,67.0
,gated,14.0,67.0
,gated,14.0,67.0
,non-responsive,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,gated,14.0,67.0
,audio-visual,14.0,67.0
,gated,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,auditory,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,gated,14.0,67.0
,gated,14.0,67.0
,auditory,14.0,67.0
,non-responsive,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,gated,14.0,67.0
,non-responsive,14.0,67.0
,visual,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,visual,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,visual,14.0,67.0
,audio-visual,14.0,67.0
,audio-visual,14.0,67.0
,non-responsive,14.0,67.0
,non-responsive,14.0,67.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,auditory,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,gated,14.0,68.0
,auditory,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,visual,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,gated,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,visual,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,gated,14.0,68.0
,auditory,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,gated,14.0,68.0
,auditory,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,gated,14.0,68.0
,auditory,14.0,68.0
,auditory,14.0,68.0
,visual,14.0,68.0
,gated,14.0,68.0
,gated,14.0,68.0
,gated,14.0,68.0
,auditory,14.0,68.0
,auditory,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,audio-visual,14.0,68.0
,non-responsive,14.0,68.0
,visual,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,visual,14.0,68.0
,audio-visual,14.0,68.0
,non-responsive,14.0,68.0
,auditory,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,non-responsive,14.0,68.0
,gated,14.0,68.0
,visual,14.0,68.0
,audio-visual,14.0,68.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,audio-visual,14.0,69.0
,gated,14.0,69.0
,audio-visual,14.0,69.0
,gated,14.0,69.0
,auditory,14.0,69.0
,non-responsive,14.0,69.0
,gated,14.0,69.0
,auditory,14.0,69.0
,auditory,14.0,69.0
,auditory,14.0,69.0
,auditory,14.0,69.0
,non-responsive,14.0,69.0
,auditory,14.0,69.0
,auditory,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,auditory,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,gated,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,auditory,14.0,69.0
,non-responsive,14.0,69.0
,gated,14.0,69.0
,non-responsive,14.0,69.0
,gated,14.0,69.0
,auditory,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,gated,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,gated,14.0,69.0
,gated,14.0,69.0
,gated,14.0,69.0
,non-responsive,14.0,69.0
,gated,14.0,69.0
,gated,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,14.0,69.0
,visual,14.0,69.0
,audio-visual,14.0,69.0
,visual,14.0,69.0
,non-responsive,14.0,69.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,auditory,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,auditory,15.0,70.0
,auditory,15.0,70.0
,gated,15.0,70.0
,auditory,15.0,70.0
,non-responsive,15.0,70.0
,auditory,15.0,70.0
,auditory,15.0,70.0
,visual,15.0,70.0
,gated,15.0,70.0
,auditory,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,auditory,15.0,70.0
,non-responsive,15.0,70.0
,gated,15.0,70.0
,audio-visual,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,audio-visual,15.0,70.0
,gated,15.0,70.0
,auditory,15.0,70.0
,visual,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,auditory,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,auditory,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,visual,15.0,70.0
,audio-visual,15.0,70.0
,audio-visual,15.0,70.0
,auditory,15.0,70.0
,visual,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,audio-visual,15.0,70.0
,audio-visual,15.0,70.0
,visual,15.0,70.0
,non-responsive,15.0,70.0
,gated,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,visual,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,non-responsive,15.0,70.0
,visual,15.0,70.0
,non-responsive,15.0,70.0
,visual,15.0,70.0
,gated,15.0,70.0
,non-responsive,15.0,70.0
,visual,15.0,70.0
,visual,15.0,70.0
,non-responsive,15.0,71.0
,gated,15.0,71.0
,auditory,15.0,71.0
,gated,15.0,71.0
,auditory,15.0,71.0
,non-responsive,15.0,71.0
,gated,15.0,71.0
,visual,15.0,71.0
,non-responsive,15.0,71.0
,visual,15.0,71.0
,non-responsive,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,non-responsive,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,non-responsive,15.0,71.0
,gated,15.0,71.0
,gated,15.0,71.0
,non-responsive,15.0,71.0
,non-responsive,15.0,71.0
,visual,15.0,71.0
,non-responsive,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,non-responsive,15.0,71.0
,non-responsive,15.0,71.0
,gated,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,gated,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,non-responsive,15.0,71.0
,non-responsive,15.0,71.0
,non-responsive,15.0,71.0
,non-responsive,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,gated,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,visual,15.0,71.0
,gated,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,gated,15.0,72.0
,non-responsive,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,auditory,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,gated,15.0,72.0
,non-responsive,15.0,72.0
,auditory,15.0,72.0
,non-responsive,15.0,72.0
,gated,15.0,72.0
,audio-visual,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,audio-visual,15.0,72.0
,gated,15.0,72.0
,auditory,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,gated,15.0,72.0
,non-responsive,15.0,72.0
,visual,15.0,72.0
,non-responsive,15.0,72.0
,gated,15.0,72.0
,non-responsive,15.0,72.0
,auditory,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,auditory,15.0,72.0
,gated,15.0,72.0
,gated,15.0,72.0
,visual,15.0,72.0
,audio-visual,15.0,72.0
,audio-visual,15.0,72.0
,visual,15.0,72.0
,visual,15.0,72.0
,gated,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,gated,15.0,72.0
,audio-visual,15.0,72.0
,audio-visual,15.0,72.0
,visual,15.0,72.0
,non-responsive,15.0,72.0
,gated,15.0,72.0
,gated,15.0,72.0
,gated,15.0,72.0
,visual,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,non-responsive,15.0,72.0
,visual,15.0,72.0
,visual,15.0,72.0
,visual,15.0,72.0
,gated,15.0,72.0
,non-responsive,15.0,72.0
,visual,15.0,72.0
,visual,15.0,72.0
,auditory,15.0,73.0
,auditory,15.0,73.0
,gated,15.0,73.0
,audio-visual,15.0,73.0
,auditory,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,non-responsive,15.0,73.0
,visual,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,auditory,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,non-responsive,15.0,73.0
,auditory,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,non-responsive,15.0,73.0
,auditory,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,visual,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,auditory,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,73.0
,visual,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,gated,15.0,73.0
,non-responsive,15.0,73.0
,non-responsive,15.0,73.0
,audio-visual,15.0,73.0
,non-responsive,15.0,73.0
,auditory,15.0,73.0
,visual,15.0,73.0
,visual,15.0,73.0
,visual,15.0,73.0
,visual,15.0,73.0
,visual,15.0,73.0
,visual,15.0,73.0
,audio-visual,15.0,73.0
,visual,15.0,73.0
,non-responsive,15.0,73.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,visual,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,visual,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,gated,15.0,74.0
,gated,15.0,74.0
,visual,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,audio-visual,15.0,74.0
,visual,15.0,74.0
,non-responsive,15.0,74.0
,visual,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,gated,15.0,74.0
,visual,15.0,74.0
,visual,15.0,74.0
,visual,15.0,74.0
,audio-visual,15.0,74.0
,non-responsive,15.0,74.0
,visual,15.0,74.0
,non-responsive,15.0,74.0
,non-responsive,15.0,74.0
,visual,15.0,74.0
,gated,15.0,74.0
477.25513,visual,16.0,75.0
473.80353,non-responsive,16.0,75.0
466.94263,non-responsive,16.0,75.0
463.7164,visual,16.0,75.0
435.7645,visual,16.0,75.0
428.05917,non-responsive,16.0,75.0
424.14084,audio-visual,16.0,75.0
401.8637,gated,16.0,75.0
401.23938,non-responsive,16.0,75.0
386.69427,gated,16.0,75.0
386.29837,non-responsive,16.0,75.0
340.75415,non-responsive,16.0,75.0
333.81485,visual,16.0,75.0
330.7222,audio-visual,16.0,75.0
327.04987,visual,16.0,75.0
324.0576,visual,16.0,75.0
322.4931,visual,16.0,75.0
320.18347,audio-visual,16.0,75.0
312.80142,audio-visual,16.0,75.0
294.46063,visual,16.0,75.0
634.0997,gated,16.0,76.0
618.1431,non-responsive,16.0,76.0
614.4601,non-responsive,16.0,76.0
609.0043,gated,16.0,76.0
605.2363,auditory,16.0,76.0
609.7547,non-responsive,16.0,76.0
596.8281,auditory,16.0,76.0
592.1262,non-responsive,16.0,76.0
588.64105,non-responsive,16.0,76.0
588.51056,non-responsive,16.0,76.0
549.9273,non-responsive,16.0,76.0
549.45496,non-responsive,16.0,76.0
550.2802,non-responsive,16.0,76.0
543.6553,auditory,16.0,76.0
530.10876,auditory,16.0,76.0
530.8106,non-responsive,16.0,76.0
523.0402,gated,16.0,76.0
525.32806,non-responsive,16.0,76.0
512.9187,non-responsive,16.0,76.0
518.03735,non-responsive,16.0,76.0
518.23737,non-responsive,16.0,76.0
512.1505,gated,16.0,76.0
506.0908,non-responsive,16.0,76.0
507.2506,non-responsive,16.0,76.0
506.06985,non-responsive,16.0,76.0
489.10455,non-responsive,16.0,76.0
469.97586,non-responsive,16.0,76.0
468.68454,auditory,16.0,76.0
463.82236,auditory,16.0,76.0
460.97583,auditory,16.0,76.0
454.40036,non-responsive,16.0,76.0
444.53003,non-responsive,16.0,76.0
441.7518,non-responsive,16.0,76.0
442.04175,gated,16.0,76.0
437.4052,auditory,16.0,76.0
429.0227,gated,16.0,76.0
428.15448,non-responsive,16.0,76.0
418.33398,gated,16.0,76.0
406.9987,gated,16.0,76.0
403.52902,non-responsive,16.0,76.0
403.80182,gated,16.0,76.0
396.3971,auditory,16.0,76.0
391.59247,gated,16.0,76.0
387.4576,auditory,16.0,76.0
385.76352,gated,16.0,76.0
387.61545,gated,16.0,76.0
380.41287,non-responsive,16.0,76.0
376.0354,gated,16.0,76.0
376.2116,auditory,16.0,76.0
360.9426,non-responsive,16.0,76.0
353.2046,auditory,16.0,76.0
348.00928,gated,16.0,76.0
349.20377,non-responsive,16.0,76.0
345.62317,non-responsive,16.0,76.0
342.0026,gated,16.0,76.0
339.3205,gated,16.0,76.0
330.54898,gated,16.0,76.0
332.1343,non-responsive,16.0,76.0
329.18588,non-responsive,16.0,76.0
320.16858,non-responsive,16.0,76.0
303.93423,non-responsive,16.0,76.0
301.24823,non-responsive,16.0,76.0
277.25513,non-responsive,16.0,76.0
278.10098,non-responsive,16.0,76.0
281.7055,gated,16.0,76.0
273.2338,gated,16.0,76.0
266.4497,audio-visual,16.0,76.0
184.43047,visual,16.0,76.0
189.68198,visual,16.0,76.0
183.00443,visual,16.0,76.0
144.93031,non-responsive,16.0,76.0
138.35927,visual,16.0,76.0
598.7602,non-responsive,16.0,76.0
363.72885,gated,16.0,76.0
506.07196,non-responsive,16.0,76.0
504.60977,auditory,16.0,76.0
599.01447,auditory,16.0,77.0
596.69806,auditory,16.0,77.0
585.6663,auditory,16.0,77.0
590.5904,non-responsive,16.0,77.0
583.4186,non-responsive,16.0,77.0
582.2139,gated,16.0,77.0
576.35254,gated,16.0,77.0
572.8323,non-responsive,16.0,77.0
541.67126,non-responsive,16.0,77.0
527.69556,auditory,16.0,77.0
529.52325,non-responsive,16.0,77.0
523.5644,gated,16.0,77.0
469.05045,audio-visual,16.0,77.0
457.07977,auditory,16.0,77.0
453.82166,visual,16.0,77.0
455.36688,non-responsive,16.0,77.0
445.20764,auditory,16.0,77.0
439.84207,visual,16.0,77.0
425.4281,audio-visual,16.0,77.0
417.66437,visual,16.0,77.0
410.41913,auditory,16.0,77.0
391.00552,auditory,16.0,77.0
383.5332,auditory,16.0,77.0
374.2617,non-responsive,16.0,77.0
370.98196,auditory,16.0,77.0
355.74246,audio-visual,16.0,77.0
352.16403,audio-visual,16.0,77.0
355.1074,visual,16.0,77.0
348.02792,gated,16.0,77.0
338.85815,non-responsive,16.0,77.0
336.21463,audio-visual,16.0,77.0
331.75165,audio-visual,16.0,77.0
320.97342,audio-visual,16.0,77.0
317.6667,auditory,16.0,77.0
297.4514,gated,16.0,77.0
294.2908,gated,16.0,77.0
294.17126,auditory,16.0,77.0
292.01746,non-responsive,16.0,77.0
281.82193,gated,16.0,77.0
275.93213,gated,16.0,77.0
275.86502,gated,16.0,77.0
269.8005,audio-visual,16.0,77.0
255.06522,non-responsive,16.0,77.0
251.9099,auditory,16.0,77.0
251.28792,audio-visual,16.0,77.0
233.14943,gated,16.0,77.0
209.08295,non-responsive,16.0,77.0
202.51514,non-responsive,16.0,77.0
200.56271,non-responsive,16.0,77.0
197.31442,non-responsive,16.0,77.0
183.7053,gated,16.0,77.0
173.57512,auditory,16.0,77.0
170.35458,visual,16.0,77.0
154.14758,visual,16.0,77.0
105.94534,visual,16.0,77.0
91.59216,visual,16.0,77.0
89.0695,visual,16.0,77.0
77.06937,visual,16.0,77.0
84.29547,visual,16.0,77.0
71.122795,visual,16.0,77.0
67.22143,non-responsive,16.0,77.0
105.3765,visual,16.0,77.0
375.13965,non-responsive,17.0,78.0
378.4149,non-responsive,17.0,78.0
356.13416,auditory,17.0,78.0
348.23276,gated,17.0,78.0
337.496,auditory,17.0,78.0
327.07758,audio-visual,17.0,78.0
333.31055,auditory,17.0,78.0
323.73944,audio-visual,17.0,78.0
318.68427,auditory,17.0,78.0
312.55063,auditory,17.0,78.0
309.59018,gated,17.0,78.0
307.54626,auditory,17.0,78.0
302.4346,auditory,17.0,78.0
308.27917,audio-visual,17.0,78.0
296.30133,audio-visual,17.0,78.0
300.0903,auditory,17.0,78.0
287.35345,audio-visual,17.0,78.0
284.20264,auditory,17.0,78.0
276.52243,auditory,17.0,78.0
